Active electrons: 4
Active orbitals: 4
HF energy: -108.86776449096277
Energy minimum: -108.94199430704019

Operator	Amplitude
++++++++++++++++++++++++++++++
4^ 5^ 0 1 	| 0.25437381766808653
4^ 7^ 0 1 	| 0.055426168111882806
6^ 5^ 0 1 	| 0.05540489629804462
6^ 7^ 0 1 	| 0.05151321535280914
4^ 6^ 0 2 	| 0.11481512306232522
4^ 5^ 0 3 	| -0.0552741283484277
4^ 7^ 0 3 	| 0.15777236587853277
6^ 5^ 0 3 	| 0.04325052045999405
6^ 7^ 0 3 	| 0.05506841413443583
4^ 5^ 2 1 	| -0.05506841413443275
4^ 7^ 2 1 	| 0.043250520459999726
6^ 5^ 2 1 	| 0.15777236587857146
6^ 7^ 2 1 	| 0.05527412834842515
5^ 7^ 1 3 	| 0.11481512306232769
4^ 5^ 2 3 	| 0.051513215352781104
4^ 7^ 2 3 	| -0.0554048962980615
6^ 5^ 2 3 	| -0.05542616811189753
6^ 7^ 2 3 	| 0.2543738176678849
4^ 0 	| -5.006651889502779e-17
6^ 0 	| -7.14294188421612e-17
5^ 1 	| -5.5008921305031685e-17
7^ 1 	| 6.47027207232511e-17
4^ 2 	| -1.1147163347362456e-17
6^ 2 	| -2.3523608717392168e-17
5^ 3 	| -8.063141441848746e-17
7^ 3 	| -1.7602236835919455e-17
