Active electrons: 4
Active orbitals: 4
HF energy: -1.313311786221487
Energy minimum: -1.8671029838690143

Operator	Amplitude
++++++++++++++++++++++++++++++
4^ 5^ 0 1 	| 0.8175597538444762
4^ 7^ 0 1 	| -5.761275303018925e-17
6^ 5^ 0 1 	| -1.8022632848144438e-16
6^ 7^ 0 1 	| 0.8364991790143458
4^ 6^ 0 2 	| -0.044628617003875694
4^ 5^ 0 3 	| 2.259172002275644e-16
4^ 7^ 0 3 	| -0.7395905569230141
6^ 5^ 0 3 	| -0.6844826139624088
6^ 7^ 0 3 	| 1.479332078150615e-16
4^ 5^ 2 1 	| 1.6742709051417197e-16
4^ 7^ 2 1 	| -0.6844827336340231
6^ 5^ 2 1 	| -0.7395724648768489
6^ 7^ 2 1 	| -2.703676975785202e-17
5^ 7^ 1 3 	| -0.04463429157975297
4^ 5^ 2 3 	| 0.8760155500091537
4^ 7^ 2 3 	| 1.2306809645283598e-16
6^ 5^ 2 3 	| -1.1312890413606086e-16
6^ 7^ 2 3 	| 0.816896311533913
4^ 0 	| 0.1361324489083105
6^ 0 	| 4.7882014075211787e-17
5^ 1 	| 0.13611677306115288
7^ 1 	| -1.5766832154493584e-17
4^ 2 	| 3.642373076347587e-17
6^ 2 	| 0.13456412338960907
5^ 3 	| -6.0217555055816585e-18
7^ 3 	| 0.13457983547104133
